id	filename	md5	size	state
428228e0-2ec6-465d-ab34-a70b2fdbb65f	428228e0-2ec6-465d-ab34-a70b2fdbb65f/7d83af5d-9bcf-4c82-a993-fa9053a9b3cb.FPKM.txt.gz	20cd8fc25215548cbbf5039b35b9527e	520783	validated
434cc034-b8b6-4c6d-ba81-5fc26fe07257	434cc034-b8b6-4c6d-ba81-5fc26fe07257/72be5cae-79cb-40da-b6ba-00d2192d6ec8.FPKM.txt.gz	f70d150beddb9790e499ed636710808b	527206	validated
4725754f-205f-49af-9a77-1ee49e5779cd	4725754f-205f-49af-9a77-1ee49e5779cd/bf78430f-6c70-4e76-ade6-a434e0770d5f.FPKM.txt.gz	b1b7d708df47bd9a819ca4cbc3ebf5d2	526656	validated
4d2548ea-6485-46e5-8729-741bb986afec	4d2548ea-6485-46e5-8729-741bb986afec/fa3d5856-e25b-4d4e-94ac-f524dc8a4cf5.FPKM.txt.gz	cdcecd283183570237e8b5c62b63d71d	525761	validated
4e179afb-b40a-416a-9ea7-bffc2a9660ea	4e179afb-b40a-416a-9ea7-bffc2a9660ea/68b3162f-a77a-4630-a64a-26a33a2ecb12.FPKM.txt.gz	aedd093070f40d18bffea1c91f4010f3	535113	validated
508b60c5-32c4-41f5-b8c2-c53231272d86	508b60c5-32c4-41f5-b8c2-c53231272d86/0733fd68-9cd5-440a-a849-fb14ef76c00d.FPKM.txt.gz	db463f96dde0b31c2c0429fbb2fba66d	494777	validated
50b06a1f-167a-4ba9-a279-21e66460a197	50b06a1f-167a-4ba9-a279-21e66460a197/82bfc74a-cb0f-4966-b53e-c7b535ae7f23.FPKM.txt.gz	02220ab5d118e946d3e25792e3b447eb	505443	validated
5ccb3e09-5998-4519-9afc-9eb9de044a1f	5ccb3e09-5998-4519-9afc-9eb9de044a1f/e8201ee9-2e0a-4a8e-bc99-6e2482da919d.FPKM.txt.gz	e3f64140104eaf69f108cebc26bc03dd	491505	validated
5d86d6c7-d15d-41db-b546-e9c26b63b8d5	5d86d6c7-d15d-41db-b546-e9c26b63b8d5/ff1a6ac0-ed5a-4736-8e76-083d33edb720.FPKM.txt.gz	b5c0269f4b100b391c277b080b762063	540803	validated
61ad0d1d-68f7-484f-a82f-7d2ce6423e85	61ad0d1d-68f7-484f-a82f-7d2ce6423e85/60396a51-81af-4e2a-8599-500eb58620c7.FPKM.txt.gz	febf5308cc75a87b4998deab5c96f17d	517981	validated
61e9f2b1-486d-4c24-8c3b-96205a90f2d7	61e9f2b1-486d-4c24-8c3b-96205a90f2d7/c14af0e0-81e9-43e7-b08d-b751194e35ef.FPKM.txt.gz	3127c6d4410a8c7fcfa7167125f33660	512908	validated
673e595c-76a7-4b73-b864-13cca111f74a	673e595c-76a7-4b73-b864-13cca111f74a/23f8f5e2-25b8-4b43-b939-66e7e3f55977.FPKM.txt.gz	40c10ce8ad282c9247da351a25226633	519250	validated
6e7c7f8f-c51a-4eb5-b584-25fb04dfd1dc	6e7c7f8f-c51a-4eb5-b584-25fb04dfd1dc/d6608d24-28bc-4d51-b6d8-8fec450a858f.FPKM.txt.gz	d83066096559856371a7161b1c57f979	538268	validated
6e96f3bd-bb65-407f-91c2-5028282acfe3	6e96f3bd-bb65-407f-91c2-5028282acfe3/f87f2bab-c823-41dc-aac7-75d626ec8200.FPKM.txt.gz	6f8d6ec8594fa4d545a6d12ce7049d06	524262	validated
714b1c15-a966-4bb6-aa7b-6192f7f4a825	714b1c15-a966-4bb6-aa7b-6192f7f4a825/65bcca98-e3eb-40f6-9eed-84b1c09da28e.FPKM.txt.gz	039f8d4bf6599b9b488d363ef835e945	488940	validated
79e50b21-862b-4e58-a74d-939d85d88da2	79e50b21-862b-4e58-a74d-939d85d88da2/5fbf674e-49f3-4af8-9c9c-20a528ad0684.FPKM.txt.gz	0370530ee009891d53a72a65a3ed4d62	527006	validated
7ca91695-ff54-4418-9ed1-e914cf36291e	7ca91695-ff54-4418-9ed1-e914cf36291e/dc322491-2407-401e-a422-96be40d6518f.FPKM.txt.gz	810a50c59926a8fb41baf121f12ffe32	504022	validated
86bc1873-1354-4b0c-9054-84d3201fa5e4	86bc1873-1354-4b0c-9054-84d3201fa5e4/b033c85a-2395-4ced-a84d-ac1fbce674bf.FPKM.txt.gz	14b5f1f2ec9b000da05aa76aa4536df1	522956	validated
8954835c-5a92-41ed-9ccb-150982c528ee	8954835c-5a92-41ed-9ccb-150982c528ee/8ef08961-b69c-481b-ba38-205bff347775.FPKM.txt.gz	bab27f3cfa9a66a676c5fe04cab8421a	545598	validated
90806fde-a6a6-4096-88dd-66fc1ac7dc68	90806fde-a6a6-4096-88dd-66fc1ac7dc68/488f53a2-92f8-4164-adc8-28b738a312fb.FPKM.txt.gz	71acfd189d0265a346bd6ccaa239511a	531837	validated
990f24a9-c842-427c-8285-e8d52f91cf94	990f24a9-c842-427c-8285-e8d52f91cf94/6515c0f7-2334-4bad-bde7-b562f5f67148.FPKM.txt.gz	b78743cd9a92f09adab30876382bf22a	505056	validated
a14f3eb9-20d7-4b22-8721-060ec25fdd0d	a14f3eb9-20d7-4b22-8721-060ec25fdd0d/bd7bf37d-b076-4e82-bc73-83454dba8ff1.FPKM.txt.gz	4d97a7646cf48b39cfb65457d67f5057	522870	validated
a892dc87-e874-4bd4-911f-7db4bb0c52c5	a892dc87-e874-4bd4-911f-7db4bb0c52c5/baa3cdc1-1ee8-4aab-80f9-dafa35cc5fbf.FPKM.txt.gz	2109bb2eb7f60bb8dede85a17b58c659	515534	validated
ab0d5f9f-543f-4863-9d38-15417e05d655	ab0d5f9f-543f-4863-9d38-15417e05d655/55ef3047-ebc1-4b33-be74-b94dcf38988f.FPKM.txt.gz	c62e53885c049f9353f48483355d86a7	524972	validated
bd836dc6-095a-40f8-ad91-c0a4901d1991	bd836dc6-095a-40f8-ad91-c0a4901d1991/e5ab04dc-af44-4a07-ad5c-d3845c91d7ef.FPKM.txt.gz	a010d3d5cbd47d53a08d7fceba7b8663	524951	validated
ce638cad-65db-40b1-8c3d-95efa0dd4b3e	ce638cad-65db-40b1-8c3d-95efa0dd4b3e/c1c1111e-858a-438e-8bb6-90df4defcede.FPKM.txt.gz	04b1bcff056c3a736f2dce2939c48958	517003	validated
cf8f56c2-7560-4342-95a4-766c689d2890	cf8f56c2-7560-4342-95a4-766c689d2890/ecefab08-36f5-4a49-9e4d-9e6def0d747e.FPKM.txt.gz	27cc5278f1287ba665c16576eab1bf49	481417	validated
d118e9ca-2282-43c0-951b-6a880f9ed5a3	d118e9ca-2282-43c0-951b-6a880f9ed5a3/8a244dd2-0dc1-429c-81a1-5873ce536b47.FPKM.txt.gz	dbce53fdf445ff730495fcf3facc501d	510768	validated
d2bb3705-7e39-4bf8-bea3-304de9a947e9	d2bb3705-7e39-4bf8-bea3-304de9a947e9/69e11cde-c26b-40d2-a3f5-b668ef590688.FPKM.txt.gz	fb59bf5749606205ec0fc13326ab3235	518205	validated
d3a17c36-d702-4045-bd9d-c30a751be754	d3a17c36-d702-4045-bd9d-c30a751be754/e1353694-9f60-442a-a164-5b2aca82419a.FPKM.txt.gz	97d120f608ad04ee6bf6a106141e1d88	500716	validated
dc9498d6-e133-4fb6-89a9-0f789638a0f2	dc9498d6-e133-4fb6-89a9-0f789638a0f2/a8a58442-78f5-4876-b25e-c04339eb6f26.FPKM.txt.gz	659576592e11d505b1f40830b1e7e6ee	523351	validated
dd96243a-0f25-4ede-b169-e25c1e197328	dd96243a-0f25-4ede-b169-e25c1e197328/6f618400-b914-4103-bf46-9c026b470aa0.FPKM.txt.gz	069df600ec4f53fca20a878c7eea021b	527779	validated
de6e7d2f-de34-4ee9-b7a4-cf90dc3555d7	de6e7d2f-de34-4ee9-b7a4-cf90dc3555d7/aa08f8f5-e41d-4987-aa65-5cfe5fedeb1b.FPKM.txt.gz	aa3db48c670c6188b06e7deb3bc73fd1	500358	validated
e0376c26-0184-44dd-827b-a20463ff8bb2	e0376c26-0184-44dd-827b-a20463ff8bb2/48a95042-0ff3-41a6-a447-dc3a64d087fc.FPKM.txt.gz	4a6c235c8d73e18dfa113ca3c9c15cb9	511261	validated
e08091c6-044e-4242-9134-94a9f5eb7b2d	e08091c6-044e-4242-9134-94a9f5eb7b2d/3bb2c361-dc3f-431f-87d1-e2fd1ff4939a.FPKM.txt.gz	46b0e142666e6256a98a52465720acbd	516326	validated
e854b99f-17bc-4e9d-8b36-fbc3ff35c46c	e854b99f-17bc-4e9d-8b36-fbc3ff35c46c/f966cb98-e661-453d-b1ae-aacf5876520a.FPKM.txt.gz	114921710e26f8087c1b99acd214aa23	510343	validated
ebe3ce2c-8e44-4c2a-9d92-9ef613a49b0e	ebe3ce2c-8e44-4c2a-9d92-9ef613a49b0e/00a47e69-ef6a-4be9-827d-d48609859a7e.FPKM.txt.gz	66bee57def28c3dcc0f75571ebb78100	492235	validated
edc18f90-2d41-4d1b-bf5b-e2b153ce6cbb	edc18f90-2d41-4d1b-bf5b-e2b153ce6cbb/2627073d-a532-4d75-9937-0a4f62df51f9.FPKM.txt.gz	174b9c487a75394586a7c2a2742fed9e	497023	validated
eecc962a-d893-4d27-a9f9-b61528e0ac78	eecc962a-d893-4d27-a9f9-b61528e0ac78/d4d6abaa-9134-42ac-9adf-2045f747abb4.FPKM.txt.gz	44643faeb2036ba39b278494e0154b7e	507883	validated
f26d4675-ac07-4c59-add7-acb33def0754	f26d4675-ac07-4c59-add7-acb33def0754/b667a6ae-353f-4045-a442-a4320231ed73.FPKM.txt.gz	f752196b5b8bce05708f6e4b68a07649	524014	validated
f3600513-f8d2-4c5f-8eca-feee7e8584c9	f3600513-f8d2-4c5f-8eca-feee7e8584c9/54401c2a-7124-42b7-90d8-6267575bce51.FPKM.txt.gz	9e0245bf0fccf3b2be78b03fc7f300e9	517865	validated
f63aedf7-e839-497b-aa11-0c90e81ed9b9	f63aedf7-e839-497b-aa11-0c90e81ed9b9/2163b681-ae29-4907-8f15-6c3665eae736.FPKM.txt.gz	d77be4379c7dee0202b0fc0787771ed3	520878	validated
fa56e9db-9610-44b6-a58c-9dc12c4c7e41	fa56e9db-9610-44b6-a58c-9dc12c4c7e41/9da11996-ba83-4163-bc96-c20a038ee77b.FPKM.txt.gz	7ae10399759af5ac8e0bd34e970fb13b	544302	validated
fcbea61d-c835-4752-b623-f357e5c2f466	fcbea61d-c835-4752-b623-f357e5c2f466/1e215a66-f961-4870-a370-4b945e1f7053.FPKM.txt.gz	18dec9820f1476d2f483a9e56d78471e	517499	validated
\N	1cc148e5-4de0-4726-a7bf-fdc1d12061d3/annotations.txt	211f9585d3bb8d1fbd66c555adc2d4ea	368	\N
\N	22d24f52-b3ad-4cda-b991-b29fa0a23159/annotations.txt	7edb5479dcaa68859fefda9a244845a7	370	\N
